song_id,mean_arsl,mean_val,Emotion
2,-0.19751742449999996,-0.2155107,Sad
3,-0.1931869266666667,-0.26585485166666667,Sad
4,0.2430722666666667,0.1552096233333333,Happy
5,-0.2362067133333333,0.14015957833333337,Tender
7,0.37629201733333334,0.33245465483333325,Happy
8,-0.13150633,-0.002103883333333334,Sad
10,-0.1713507383333333,0.04304134249999999,Tender
12,0.2859443766666666,0.34173288516666667,Happy
13,-0.3289704818333332,-0.2272606616666667,Sad
17,0.0312822475,0.1706128161666666,Happy
18,-0.15023335916666672,-0.03895281650000001,Sad
19,0.2808640238333334,-0.007974412666666661,Angry
20,0.04236654100000001,0.33770381163333313,Happy
21,0.39239140499999997,0.3311262699999999,Happy
22,-0.1621970315333333,0.01511131166666667,Tender
24,0.11721192666666665,-0.0642875775,Angry
25,0.5398111516666666,-0.22426453833333332,Angry
31,0.07520286166666665,-0.18051135100000007,Angry
32,-0.02616892408333333,-0.17084383016666665,Sad
35,0.003022480000000006,0.3826025733333333,Happy
37,0.36763579500000004,0.2643962931666668,Happy
39,0.5890228000000002,0.16083728116666668,Happy
40,-0.2262802836833333,0.07284366155000004,Tender
41,-0.173261417,-0.084466682,Sad
42,0.30572099766666666,0.003224863333333333,Happy
43,0.41415390333333335,-0.16293851833333334,Angry
44,-0.2719601584999999,-0.1343317398833333,Sad
45,0.03722842333333332,-0.51953465,Angry
46,0.18253376650000003,-0.21460538083333336,Angry
47,0.01803625233333334,0.005324618833333334,Happy
48,0.007898920500000003,0.06020623384999998,Happy
49,-0.034540386666666666,0.1674245364999999,Tender
50,-0.2529026466666667,0.008474507166666667,Tender
51,-0.25918846749999996,-0.12525166466666665,Sad
52,0.01350148266666667,0.0752970611666667,Happy
53,-0.0724618108333333,-0.03943355831666668,Sad
54,-0.22708165400000008,-0.22879970866666663,Sad
55,0.22288929833333332,0.13125252800000003,Happy
56,0.2774594564999999,0.14469772033333336,Happy
58,-0.2804221944999999,-0.12438164633333333,Sad
59,0.3153678650000001,-0.1238545616666667,Angry
60,0.07901733138333333,0.22316677166666668,Happy
62,0.23222873833333335,-0.19666789933333328,Angry
64,-0.16077929234500005,0.00946444466666667,Tender
65,0.33603716138333334,0.13273102250000002,Happy
67,0.489031275,0.30341456666666666,Happy
68,-0.08484709333333332,0.04002661166666669,Tender
69,-0.35437063333333324,-0.19779846304999998,Sad
70,0.03305853,-0.22144295266666664,Angry
71,0.20358512733333337,-0.06820227590000001,Angry
72,0.58268833,0.19256874866666668,Happy
73,0.3257987826666667,0.1665487466666666,Happy
74,-0.2490429766666666,-0.07753805908333337,Sad
76,-0.13248458000000002,-0.32525408683333334,Sad
77,-0.009511674833333334,-0.3504940716666665,Sad
78,-0.3343058716666667,-0.23726538516666668,Sad
79,0.24957053166666665,0.18066573316666673,Happy
80,0.32200973533333327,0.15682350166666661,Happy
81,0.3035722213333333,-0.140781875,Angry
82,-0.3487099666666667,-0.30683919733333337,Sad
83,0.3915318355,0.1778758933333333,Happy
84,0.5117625633333334,0.0325140415,Happy
85,0.5691749834999997,0.2987690833333334,Happy
86,0.2682477275833334,0.27805685999999985,Happy
87,0.09570350000000002,-0.38111068825,Angry
88,0.3774685933333334,0.16039757753333328,Happy
89,-0.16943866766666668,-0.151625408,Sad
90,-0.12778459816666665,-0.027241378833333333,Sad
91,-0.07605513066666664,-0.05335441849999999,Sad
92,0.35406292000000017,-0.02754694795,Angry
93,0.4209845833333334,0.28201055416666665,Happy
95,-0.39401340166666665,0.008975288333333333,Tender
96,0.4203023405,0.30267105333333333,Happy
98,0.1283546908333333,-0.47101962500000016,Angry
99,0.03224253071666667,-0.06275368483333334,Angry
101,-0.19558299095,-0.33000596333333326,Sad
102,0.34081591833333336,0.12741975233333339,Happy
103,0.2810304135,-0.21593936200000002,Angry
104,0.4212126386666667,-0.3835948866666666,Angry
105,0.3691186251333333,0.08852522249999999,Happy
106,0.0006251659999999972,-0.20900315366666666,Angry
107,0.2738260016666666,-0.09131139066666667,Angry
108,-0.049430784500000005,-0.12602244349999997,Sad
109,0.023190789999999996,0.02069208166666667,Happy
110,-0.17315648333333336,-0.36230851871666664,Sad
111,0.10239537986666665,0.010262562166666664,Happy
112,0.36284895116666677,0.28028694933333326,Happy
113,0.2505511498333333,-0.12332636533333335,Angry
114,0.1433791771666667,0.2628543262,Happy
115,0.6484841400000001,0.5344161960000002,Happy
116,-0.018377336000000005,-0.1785957275,Sad
117,-0.11475954116666666,0.15142602876666666,Tender
118,-0.057792818666666676,-0.0017833528333333348,Sad
119,-0.05242625999999998,-0.1993641001666667,Sad
120,-0.1339889833333334,-0.08283113461666666,Sad
121,-0.38951492499999996,-0.07697431816666665,Sad
122,0.27861544333333327,-0.023281358999999995,Angry
123,0.33703324083333336,0.29086126721666666,Happy
124,-0.07532912916666666,-0.38623885666666674,Sad
125,-0.04065306983333335,-0.13239346500000002,Sad
126,0.08019846666666666,0.3256363283333333,Happy
127,-0.4712075716666667,0.12975793566666666,Tender
128,-0.3171107435666667,-0.2315136473333333,Sad
129,-0.09643837801666669,0.29405356200000005,Tender
130,-0.22396552466666664,-0.03070810535,Sad
131,0.32074234483333325,-0.028091894883333336,Angry
133,-0.36601079837250006,-0.5931491433333334,Sad
134,0.04075483883333334,0.16022345916666664,Happy
135,-0.11131620433333334,-0.2904125721666667,Sad
136,0.46673555499999986,0.29293382906666665,Happy
137,-0.1953748516666667,0.21678148583333337,Tender
138,-0.09035304426666667,-0.43067068500000005,Sad
140,0.010820495866666668,-0.1031298116666667,Angry
142,-0.008183967666666665,0.1402050568333333,Tender
143,-0.17757984683333328,0.019512624166666662,Tender
144,-0.3525881933333334,0.005317823333333335,Tender
145,-0.29572095516666663,0.08392771883333333,Tender
146,-0.5630054466666666,-0.22299651833333334,Sad
148,-0.0027887160000000005,0.009061473333333337,Tender
149,-0.15487614596166668,-0.32754041333333345,Sad
150,0.03861455266666666,0.038048058,Happy
151,-0.39394875166666665,-0.0659039185,Sad
152,-0.0933619591833333,-0.021208392281666665,Sad
153,-0.056512673900000004,0.03997538883333333,Tender
154,-0.10303795466666667,-0.09639886099999999,Sad
155,-0.2717422505,0.10845056233333338,Tender
156,0.4002199155000001,0.3794380446666668,Happy
157,-0.26528559999999995,0.30652663250000006,Tender
158,-0.4453863811666666,-0.2443706430666667,Sad
159,-0.2352400333333333,-0.32759186896666675,Sad
160,-0.2708306739333333,-0.2517058563333333,Sad
161,0.24280890403333324,-0.30054310683333335,Angry
162,-0.1973249388333333,-0.018891387,Sad
163,-0.07769768350000004,-0.14353578900000005,Sad
164,-0.15600240566666665,-0.369360665,Sad
166,-0.25470502483333335,-0.12511505499999998,Sad
167,-0.42663188333333335,-0.2009358033333333,Sad
168,-0.17087849866666663,-0.2118360266666666,Sad
169,-0.5045051178333334,-0.39170670644500016,Sad
170,-0.4097484766666667,-0.17195737592333332,Sad
171,-0.45098157333333333,-0.1857943261666667,Sad
172,-0.18307841800000005,-0.0165039625,Sad
173,-0.06543623750000001,-0.4686455161666665,Sad
174,-0.11422541583333332,-0.30777997666666673,Sad
175,-0.1712122176666667,0.0529609985,Tender
176,-0.5774332666666667,-0.26411541266666666,Sad
177,0.045105427000000003,0.1461108228833333,Happy
178,-0.5048562499999998,-0.1324014278333334,Sad
179,0.11127679583333334,0.2720994041666667,Happy
180,0.06408026583333334,0.2414595683333333,Happy
181,-0.048221453433333346,-0.44829398333333337,Sad
