song_id,mean_arsl,mean_val,Emotion
5,-0.2362067133333333,0.14015957833333337,Tender
10,-0.1713507383333333,0.04304134249999999,Tender
22,-0.1621970315333333,0.01511131166666667,Tender
40,-0.2262802836833333,0.07284366155000004,Tender
49,-0.034540386666666666,0.1674245364999999,Tender
50,-0.2529026466666667,0.008474507166666667,Tender
64,-0.16077929234500005,0.00946444466666667,Tender
68,-0.08484709333333332,0.04002661166666669,Tender
95,-0.39401340166666665,0.008975288333333333,Tender
117,-0.11475954116666666,0.15142602876666666,Tender
127,-0.4712075716666667,0.12975793566666666,Tender
129,-0.09643837801666669,0.29405356200000005,Tender
137,-0.1953748516666667,0.21678148583333337,Tender
142,-0.008183967666666665,0.1402050568333333,Tender
143,-0.17757984683333328,0.019512624166666662,Tender
144,-0.3525881933333334,0.005317823333333335,Tender
145,-0.29572095516666663,0.08392771883333333,Tender
148,-0.0027887160000000005,0.009061473333333337,Tender
153,-0.056512673900000004,0.03997538883333333,Tender
155,-0.2717422505,0.10845056233333338,Tender
157,-0.26528559999999995,0.30652663250000006,Tender
175,-0.1712122176666667,0.0529609985,Tender
201,-0.19107747416666662,0.19412959933333332,Tender
203,-0.27612593633333327,0.08004471666666665,Tender
210,-0.33259047416666665,0.29606314966666664,Tender
211,-0.24825905833333337,0.06990112516666667,Tender
212,-0.0028389461666666655,0.18397298586666663,Tender
216,-0.019453183333333336,0.02544506066666666,Tender
217,-0.2634669443333334,0.08721802633333334,Tender
231,-0.0036894582993333347,0.1982211533333333,Tender
245,-0.1507909833333333,0.39265539999999993,Tender
265,-0.10441195233333335,0.21900787283333337,Tender
266,-0.1732033428666667,0.06042065049999999,Tender
269,-0.0041562951666666665,0.06060185816666667,Tender
284,-0.11881972501666668,0.1011692281666667,Tender
285,-0.18871082600000003,0.13142985383333333,Tender
288,-0.20494163980000002,0.21959124883333328,Tender
298,-0.05117235533333333,0.1718837331666667,Tender
308,-0.06756520671183333,0.31536912785000004,Tender
312,-0.03172731833333332,0.18356902833333333,Tender
313,-0.21734001049999996,0.17952634483333327,Tender
319,-0.11402550650000004,0.13713982549999998,Tender
342,-0.20473385291666668,0.11019739500000009,Tender
344,-0.08499346666666667,0.02624142808333333,Tender
347,-0.11730932833333328,0.21734887133333333,Tender
349,-0.22918521666666658,0.2599215866666667,Tender
362,-0.09774669401666666,0.2712895533333334,Tender
368,-0.03752766531666665,0.22364134133333333,Tender
392,-0.11803530466666666,0.02609879273333334,Tender
400,-0.003175369000000006,0.07328975186166667,Tender
403,-0.07713716316666666,0.10538047249999999,Tender
420,-0.04982041950000001,0.09663020666666665,Tender
436,-0.024789835833333326,0.14853507833333332,Tender
453,-0.09367483800000004,0.17416640749999998,Tender
458,-0.26885337766666667,0.021795659500000005,Tender
460,-0.18451178000000004,0.023129515333333343,Tender
479,-0.020802745499999994,0.11825076333333334,Tender
481,-0.23423168116666665,0.08891232721666661,Tender
489,-0.04937351766666668,0.04859922833333333,Tender
496,-0.3433797413333332,0.15293311203333332,Tender
512,-0.07098978299999997,0.13609643116666667,Tender
514,-0.15594911116666665,0.18146411166666662,Tender
525,-0.06373406827166665,0.05736008866666665,Tender
527,-0.18204616016666672,0.19947513483333326,Tender
550,-0.04340288258333334,0.19588319333333334,Tender
554,-0.5554718166666667,0.05615820599999998,Tender
574,-0.11525025166666668,0.17026023566666665,Tender
582,-0.22571629233333337,0.09148864500000001,Tender
598,-0.0905560151666667,0.17425534412666663,Tender
606,-0.13925218649999999,0.10383583288333333,Tender
622,-0.13561820926666665,0.025224617666666664,Tender
623,-0.2511743316666666,0.1037431165,Tender
632,-0.12405619500000001,0.18206635499999999,Tender
634,-0.10144018499999999,0.16524716666666667,Tender
644,-0.07652885733333331,0.15611709,Tender
647,-0.34511417683333345,0.14313207883333334,Tender
658,-0.12367761516666666,0.10081625008333335,Tender
668,-0.0027021526666666626,0.18116216949999997,Tender
672,-0.2102390756666666,0.21620786600000005,Tender
681,-0.043587381666666654,0.35985595333333315,Tender
682,-0.006273775700000002,0.3041465109999999,Tender
684,-0.09777953933333332,0.061194264166666686,Tender
686,-0.25931667383333334,0.08917003333333333,Tender
688,-0.02161938716666667,0.017910491083333334,Tender
699,-0.11668398516666666,0.04772569444999999,Tender
712,-0.1984424866666667,0.017541157166666668,Tender
717,-0.023787642833333338,0.0117669735,Tender
732,-0.011859075833333321,0.17672902383333336,Tender
733,-0.15502002166666665,0.006754311166666668,Tender
743,-0.23377540516666664,0.059497580900000006,Tender
747,-0.1822918606666667,0.11124038173833335,Tender
749,-0.06160580108333334,0.04102049966666666,Tender
