song_id,mean_arsl,mean_val,Emotion
2,-0.19751742449999996,-0.2155107,Sad
3,-0.1931869266666667,-0.26585485166666667,Sad
8,-0.13150633,-0.002103883333333334,Sad
13,-0.3289704818333332,-0.2272606616666667,Sad
18,-0.15023335916666672,-0.03895281650000001,Sad
32,-0.02616892408333333,-0.17084383016666665,Sad
41,-0.173261417,-0.084466682,Sad
44,-0.2719601584999999,-0.1343317398833333,Sad
51,-0.25918846749999996,-0.12525166466666665,Sad
53,-0.0724618108333333,-0.03943355831666668,Sad
54,-0.22708165400000008,-0.22879970866666663,Sad
58,-0.2804221944999999,-0.12438164633333333,Sad
69,-0.35437063333333324,-0.19779846304999998,Sad
74,-0.2490429766666666,-0.07753805908333337,Sad
76,-0.13248458000000002,-0.32525408683333334,Sad
77,-0.009511674833333334,-0.3504940716666665,Sad
78,-0.3343058716666667,-0.23726538516666668,Sad
82,-0.3487099666666667,-0.30683919733333337,Sad
89,-0.16943866766666668,-0.151625408,Sad
90,-0.12778459816666665,-0.027241378833333333,Sad
91,-0.07605513066666664,-0.05335441849999999,Sad
101,-0.19558299095,-0.33000596333333326,Sad
108,-0.049430784500000005,-0.12602244349999997,Sad
110,-0.17315648333333336,-0.36230851871666664,Sad
116,-0.018377336000000005,-0.1785957275,Sad
118,-0.057792818666666676,-0.0017833528333333348,Sad
119,-0.05242625999999998,-0.1993641001666667,Sad
120,-0.1339889833333334,-0.08283113461666666,Sad
121,-0.38951492499999996,-0.07697431816666665,Sad
124,-0.07532912916666666,-0.38623885666666674,Sad
125,-0.04065306983333335,-0.13239346500000002,Sad
128,-0.3171107435666667,-0.2315136473333333,Sad
130,-0.22396552466666664,-0.03070810535,Sad
133,-0.36601079837250006,-0.5931491433333334,Sad
135,-0.11131620433333334,-0.2904125721666667,Sad
138,-0.09035304426666667,-0.43067068500000005,Sad
146,-0.5630054466666666,-0.22299651833333334,Sad
149,-0.15487614596166668,-0.32754041333333345,Sad
151,-0.39394875166666665,-0.0659039185,Sad
152,-0.0933619591833333,-0.021208392281666665,Sad
154,-0.10303795466666667,-0.09639886099999999,Sad
158,-0.4453863811666666,-0.2443706430666667,Sad
159,-0.2352400333333333,-0.32759186896666675,Sad
160,-0.2708306739333333,-0.2517058563333333,Sad
162,-0.1973249388333333,-0.018891387,Sad
163,-0.07769768350000004,-0.14353578900000005,Sad
164,-0.15600240566666665,-0.369360665,Sad
166,-0.25470502483333335,-0.12511505499999998,Sad
167,-0.42663188333333335,-0.2009358033333333,Sad
168,-0.17087849866666663,-0.2118360266666666,Sad
169,-0.5045051178333334,-0.39170670644500016,Sad
170,-0.4097484766666667,-0.17195737592333332,Sad
171,-0.45098157333333333,-0.1857943261666667,Sad
172,-0.18307841800000005,-0.0165039625,Sad
173,-0.06543623750000001,-0.4686455161666665,Sad
174,-0.11422541583333332,-0.30777997666666673,Sad
176,-0.5774332666666667,-0.26411541266666666,Sad
178,-0.5048562499999998,-0.1324014278333334,Sad
181,-0.048221453433333346,-0.44829398333333337,Sad
182,-0.42881164516666664,-0.19683294445,Sad
184,-0.134907115,-0.155150127,Sad
185,-0.17850015866666671,-0.17613116883333335,Sad
186,-0.1794958487333334,-0.1826943073333334,Sad
187,-0.6443060533333332,-0.25072409483333324,Sad
188,-0.13686356411666664,-0.20180703833333338,Sad
190,-0.3165145883333334,-0.288456815,Sad
193,-0.08313046198333335,-0.39461203666666655,Sad
194,-0.36873916833333314,-0.10162740699999998,Sad
195,-0.24758966666666665,-0.3548207716666667,Sad
196,-0.05017365018333332,-0.04639507333333334,Sad
197,-0.5837356365166666,-0.36153111666666665,Sad
198,-0.5637824583333335,-0.3416985639999999,Sad
202,-0.07265095249999999,-0.0028420572833333328,Sad
205,-0.4409793677666667,-0.09637684666666664,Sad
206,-0.44158338016666676,-0.29764265116666666,Sad
209,-0.25538978124999995,-0.096031582,Sad
213,-0.4033895283333333,-0.5220072170000001,Sad
214,-0.26561244166666664,-0.07902165383333332,Sad
215,-0.23937601666666672,-0.4215982116666666,Sad
218,-0.3822935061666667,-0.11942364073333332,Sad
219,-0.2505092765,-0.14005275083333338,Sad
220,-0.09541503916666666,-0.314723935,Sad
221,-0.14931642766666664,-0.22458283333333334,Sad
222,-0.4105414364999999,-0.09596372466666662,Sad
223,-0.5562095166666666,-0.30546898536666667,Sad
225,-0.29507195298333333,-0.07078634333333333,Sad
227,-0.18851536916666672,-0.3039513503333334,Sad
228,-0.2564451166666667,-0.174626443,Sad
232,-0.49865324383333337,-0.34348044566666663,Sad
234,-0.026311306333333336,-0.07946702425116664,Sad
235,-0.346574915,-0.1671616433333333,Sad
236,-0.41680120649999997,-0.3713156671666667,Sad
237,-0.2213437316666667,-0.22508105281666674,Sad
238,-0.41863710000000004,-0.02668030666666667,Sad
239,-0.60666835,-0.38734855361666676,Sad
241,-0.18714269666666666,-0.08879869,Sad
242,-0.33269278466666663,-0.07570833348333332,Sad
244,-0.11523425366666668,-0.07214806483333334,Sad
246,-0.1575287173333333,-0.2655816633333334,Sad
247,-0.05331878811666665,-0.030782853999999985,Sad
248,-0.3704810494999999,-0.3161672864999999,Sad
250,-0.23594563350000003,-0.1987537614999999,Sad
258,-0.079994835,-0.15064068816666668,Sad
279,-0.3430838066666666,-0.023978012166666663,Sad
280,-0.11578038333333333,-0.3271456583333333,Sad
282,-0.2945038313666667,-0.07927535500000002,Sad
290,-0.3420281816666667,-0.08418964591666667,Sad
297,-0.36994626833333333,-0.06943381500000001,Sad
299,-0.4625368500000001,-0.14165090985000003,Sad
301,-0.19741460133333325,-0.2398088290000001,Sad
304,-0.12290238591666666,-0.11644968483333332,Sad
310,-0.4869366683333335,-0.3021136303333334,Sad
316,-0.39066111266666664,-0.2212407418333333,Sad
324,-0.2751625333333333,-0.045410233499999994,Sad
329,-0.3732566171666668,-0.1967994281000001,Sad
338,-0.20606563100000008,-0.18861687333333332,Sad
340,-0.3138809366666665,-0.06250285938333332,Sad
341,-0.14609265433333332,-0.020963832166666658,Sad
353,-0.17225837666666668,-0.05112457566666666,Sad
359,-0.4722337653333334,-0.2125516471833334,Sad
360,-0.5115256349999999,-0.07290103066666667,Sad
361,-0.46102298333333336,-0.29582914666666676,Sad
367,-0.3925161970000001,-0.34412201666666675,Sad
369,-0.45489373099999997,-0.3160907221666668,Sad
370,-0.14245628466666665,-0.18598997500000003,Sad
372,-0.27014668283333343,-0.10076344166666669,Sad
375,-0.5815822666666668,-0.35733542999999995,Sad
379,-0.6023330816666667,-0.4043349268333335,Sad
383,-0.06404304383333333,-0.07550617506666667,Sad
384,-0.13298795350000006,-0.13455388683333336,Sad
407,-0.022532150199999993,-0.014344806833333335,Sad
410,-0.4379734583333334,-0.02973060066666667,Sad
419,-0.3708951873333333,-0.08000241166666665,Sad
422,-0.4230966561666667,-0.3444487116666667,Sad
429,-0.22505918983333334,-0.10090849,Sad
430,-0.006288725333333329,-0.17129792000000002,Sad
442,-0.12736311666666666,-0.1750105131666667,Sad
444,-0.5018522654999998,-0.49258764566666685,Sad
445,-0.5538176766666667,-0.1128841098333334,Sad
449,-0.3578256591666668,-0.02452317973333334,Sad
450,-0.19381170999999997,-0.019933282499999993,Sad
468,-0.4172722366666666,-0.43187190000000003,Sad
478,-0.35111457999999995,-0.22353744833333342,Sad
480,-0.33066531699999996,-0.133955622595,Sad
482,-0.57148185,-0.3827407566666666,Sad
485,-0.22716643,-0.03525596193333333,Sad
